"","Abd-S102","Abd-S103","Abd-S120","Abd-S123","Abd-S156","Abd-S39","Abd-S42","Abd-S47","Abd-S51","Abd-S54","Abd-S57","Abd-S66","Abd-S79","Abd-S8","Abd-S83","Abd-S98","Res-S10","Res-S125","Res-S127","Res-S136","Res-S139","Res-S146","Res-S149","Res-S150","Res-S164","Res-S166","Res-S174","Res-S177","Res-S184","Res-S19","Res-S26","Res-S40","Res-S77","Res-S87","Skin-S140","Skin-S142","Skin-S152","Skin-S38","Skin-S43","Skin-S46","Skin-S52","Skin-S74","Uri-S112","Uri-S134","Uri-S147","Uri-S157","Uri-S20","Uri-S93"
"CYP2C8",-1.27589050670647,0.401359039324695,-1.19244544826349,-1.34873616487694,-0.742225765767015,-0.991497554745081,-0.623986384069104,-1.68550139913997,-0.0211514152345949,-0.209127088439165,-2.22908347207497,-0.284299984124059,-0.984258964348815,0.826698618196832,-2.04000062814762,-1.39992185176945,-1.21512754904856,0.378376234149943,-0.996984633448515,-2.02687932665595,-1.27448421916106,-0.576975319122778,-0.78809825628627,0.214815713521432,-1.14568906779388,-1.34780778127122,0.245410875969842,0.209470652145431,-0.341153551838954,-0.656111472017822,-0.0732658079661462,-1.20461665038659,-0.517498885998387,-2.52094294973818,0.0655952798248844,-0.918272152205735,-1.43238753496843,0.190583868357444,0.140225584283846,-1.42099306709055,-0.528651912008835,-1.37353071164324,-0.16640097361097,-0.832720648199294,-0.914545011608549,0.0275810541319981,-0.800404278139043,-1.08356890910308
"CYP2D6",1.09801310209371,0.67768924744366,0.655558527754796,-0.250110781370098,0.91987976567204,0.809307435689379,1.61471227446156,2.61590707797505,1.92815786213647,0.488097606358698,1.22013887346078,0.397450918296685,1.61343871110917,0.935118577534751,0.748733072052032,-1.39992185176945,0.969527267483307,0.984313792605902,0.279003174209318,1.01221894570033,-2.53378303656964,2.00629593113669,1.6171132683688,0.0155479947743793,1.6889563176008,1.09167619845422,1.50770572197702,2.13484204527026,1.39807188830002,0.532765819567281,1.36576686946066,0.106518688195645,0.695590048179784,1.3330944835013,0.985879240277813,1.34644592906323,0.654925984109086,1.17852782864014,0.624693929681738,0.503066116485065,1.52144540097378,1.70353650025238,0.699387473532394,0.889253971967631,2.44413303270567,1.17643117378877,0.525897154645747,0.933003796636969
"CYP2D8P",2.23096527893305,0.873363717389654,1.31972929949897,0.164727515375663,0.721859197751174,0.809307435689379,1.3059744886193,1.56363713210424,1.17713351329235,-0.122155492791086,0.786601792730526,1.06809828347584,0.13085603184231,1.03595710411676,0.504890903467643,0.847951458814973,0.872561023333813,1.36292116403734,0.844912170636076,1.29860988280925,1.40039235848317,1.25324970975968,1.29011846510885,0.618103757894599,0.900252104526246,1.0532086967946,0.515283622042411,1.17133614574124,0.92376430470853,1.44513265767417,0.756912085486146,1.2724257935144,1.24675060431257,0.9737830424952,0.209639767573456,1.53108949917747,1.03389320524998,1.08622530217848,0.817039351432486,1.22065104645975,0.732066721269061,1.08248654630715,1.1199401320601,1.05429011638437,1.3607858612549,1.17643117378877,1.05285520842453,0.632175428316087
"CYP2E1",0.219230116906073,0.591329260788429,-1.38313039303252,-1.83348065124055,-0.742225765767015,-0.991497554745081,-1.20313433153282,0.0542144743367255,-0.779536399836554,-0.745905110785621,-0.698020354047656,-0.284299984124059,1.14297778022613,0.769271740737548,-2.04000062814762,-0.965311482653287,0.33125949484206,-0.591201623302665,-1.19663845107885,0.12022916439271,-0.260884148677664,-0.0750716641571864,0.520576689157103,-0.651689361294055,-0.44446371544483,-1.34780778127122,-0.519236898743734,0.39267618675745,-1.47932111706936,-1.31274597175542,-0.723950663971203,-0.306113433573658,-0.354195163531216,-0.722041864501468,-2.16879658286943,-1.12122224170206,0.0820587149997187,-0.297062382266799,-0.719529666182899,-0.813090002885656,0.111469466236019,0.324020458314769,0.0404771034957696,0.488784421703028,0.835523561184145,0.331051802138549,-0.536153725814761,-0.911176646840019
"CYP2J2",-1.27589050670647,-0.304765454932163,-2.58477877746142,-0.834674959521774,-1.86627329423382,-0.991497554745081,-0.884692155689974,-0.79735412741834,-2.47664263671439,-0.621384017801556,-0.8210570803739,-3.15183174196591,0.13085603184231,-0.92196261185625,-2.49136043589984,-1.78519099076696,-0.545166505494054,0.378376234149943,-0.665301155808261,-0.968240236481082,-0.905853830655832,-0.414919684174944,-2.39381203184109,0.686806753551365,-0.560045659377002,0.0919220858008522,-0.330467552697076,-0.436815197942349,-0.132132069261908,-0.113056619112198,-0.980362215382284,-1.03668422556511,-0.517498885998387,-1.4764336683941,-0.595255828391899,-1.99200256386929,-1.43238753496843,-0.140146071341999,0.210455209427872,-0.813090002885656,-0.0239347122515522,-0.328989539319235,-0.407991822014577,-1.56921636003612,-0.336865324587361,-0.761774793738182,-0.953218705825425,-0.618088802126008
"CYP2R1",3.42002635256215,4.00049510476321,4.50826807581825,4.70641345302642,4.50842774066488,4.27219214660848,3.97458912770027,3.52185292178097,4.36876852086002,4.4230805750469,4.33398872719742,4.48306685913239,4.00839474069643,4.18953071661344,4.67008488819872,4.12724360617118,3.91350509005351,4.38776235165061,4.27388030753,3.96069218446931,4.42448826254938,3.35523988059244,3.33149170952697,4.75420939527593,4.20944960060425,3.48017434089744,4.10688561961039,4.51514940161957,4.67046443816194,4.08192475768953,4.1098840890263,4.42156937263825,4.19883681386022,4.41567132844145,4.82259945420895,4.35458591160779,4.47345204400924,4.07888516356787,4.02948547253265,4.40930938680855,4.18671035764559,4.29405781307544,4.71242069848951,4.59954997440974,4.41806517325772,4.09616587916633,4.54298086495839,4.10780289048596
"CYP2S1",3.56441828934989,1.60415071279759,2.1526623201239,2.38148903308474,3.14534599590886,3.10838231865155,2.97998223127421,1.74534243440672,3.61664238616818,2.05102950163505,3.6962240025354,2.83348043376075,1.05476030625294,1.62698407705417,4.34789982428027,4.40937692309153,0.872561023333813,1.21264349937276,4.68681853625054,4.12351345995325,3.50648271345929,4.2049243996678,3.62313087647644,-0.832194183144328,3.41850875101807,1.45840332416514,2.93034603273931,2.4834168469214,1.52688781262939,2.08102924284981,3.07774323832015,2.90766987540816,2.3369213662261,3.42325687509388,3.08127173118445,3.64067960192687,4.16653706962606,1.98068487503581,2.19078919006296,2.50017144580889,0.553315208200377,-0.600822846865348,3.74840197140548,2.77544129282436,3.49747879022532,2.10848259732394,2.3435551940546,3.166136896148
"CYP2T1P",1.83502127467875,1.17003107548265,1.86150196867077,-0.250110781370098,0.572926972995486,0.932474595047946,0.485202687245051,-1.17413569430243,0.840950428725432,-0.301679949952866,0.868518715722791,1.01849539790775,1.05476030625294,0.513549105952961,1.37566140763019,1.94209092959549,0.768604870470094,1.01491081708171,1.39943166395347,0.12022916439271,0.328583367124174,0.0412267894577016,0.264514523450788,0.545964726943647,-0.685700318959109,0.0139468920291321,0.742540802916849,-0.159514639626621,1.09976841233612,0.473726574311014,0.427416379570738,0.589880566409618,1.48113549141612,2.08660173510594,2.04377613152167,0.446150746908989,0.443110071126356,0.0672342103416155,1.24276735692302,0.36373340376577,0.293370783963684,-0.100344882279868,0.431925709746979,1.99449259805098,0.0745169347479624,-0.190792121990282,1.2407285786214,0.839528170630711
"CYP2U1",2.34200018673698,2.73657926330942,3.25382012109322,3.05173580800119,2.23967043603723,2.72112141153473,2.63854696667262,3.38243906636494,3.06553753550444,3.33780233050909,2.94887465777343,2.8477522576859,3.10884311655414,2.5671544939723,2.28725009875923,2.81554618635946,3.39046665111435,3.2519642562431,2.64714923530735,2.94227300098133,3.06282374809404,2.56806563769981,2.51390417735934,3.02193288063342,3.81048318420071,2.84357577037393,2.95777329244494,3.67150787113105,3.29795564257101,2.97922070296038,3.37369416159183,3.22112786774725,3.09906703755275,2.45464381967617,3.28203247110432,2.81891806273112,2.98105428633577,3.46653179371076,3.21621719212086,2.36054490173438,3.73061747349981,2.8971650587592,3.00636963890533,3.28763017512511,3.01911851307418,3.23557767801836,3.18827015415708,3.13696670822007
"CYP46A1",-1.27589050670647,-1.53588864137546,-1.86230263070329,-2.15481196254002,-1.86627329423382,-2.39136654225941,-0.884692155689974,-0.973479436147713,-3.15183174196591,-0.506761789703657,-2.22908347207497,-0.557635820727757,-2.48998046247661,-1.64317129942538,-2.49136043589984,-2.67190424623417,-0.190593319421005,-1.14637026798412,-2.49598924954735,-1.24281333588111,-1.77088417172041,-0.576975319122778,-0.996134831632272,-1.56877776866635,-0.0571449349775367,-0.83363484111222,-0.992330892043972,-0.780410569481211,-1.7508750966657,-0.947388857610605,-0.723950663971203,0.106518688195645,-1.83669960761001,-1.05048014619752,-2.16879658286943,-1.99200256386929,-0.772208613402243,-0.906845134587851,-1.36813293071645,-2.49208817985896,-1.14800594683365,-0.172607037506443,-1.55004888387666,-0.984645417294263,-0.435358342611648,-1.32601831341497,-1.80772276468423,-1.50603360900554
"CYP4F12",-1.27589050670647,-3.15183174196591,-1.38313039303252,-2.56885537076663,-0.396718581309426,2.65110863309838,-2.18582997100803,-1.17413569430243,-2.0185232883473,-0.882197819831484,0.402594719497366,-3.15183174196591,-1.69432438473669,-0.313581075697973,-0.056281010726754,-2.31239843326279,-1.21512754904856,-1.28857725577625,-3.15183174196591,-2.02687932665595,-2.53378303656964,-2.3792683531258,-0.444894256557365,-2.41601096125325,-1.56140779628769,-2.56842273286789,-1.94997775398852,-0.338339440989424,-1.7508750966657,-3.15183174196591,-1.29241268760222,-1.61369287904971,-1.83669960761001,-2.08347916942782,-2.57815694054952,-2.45837390844851,-1.27397847927145,-1.98397564185009,-1.0076845103638,-1.42099306709055,-2.25639141002338,-0.815443695481027,-1.75778669541436,-0.984645417294263,-0.541071418066807,-1.96752976326505,-0.536153725814761,1.57883597832086
"CYP4F22",0.394339193391077,1.22842273399279,4.34864230233265,0.597531968330066,-1.19743888832765,0.360464904282668,1.95123281245766,0.765165727723191,-0.622148571718014,1.59225136199846,0.456568172862349,-0.0545941737643577,1.37925254353904,1.99582227910104,0.631957597348152,2.26889987343313,-0.299381029893605,1.58309214043104,1.32680508786629,1.83478542346095,0.581560772946087,1.59518166696221,1.65323053975174,-1.27944477922485,2.33190271209875,-0.455338773756801,0.413309403383724,1.49889656074906,1.67324688216296,2.12005522452586,1.33790537361223,1.06647003061452,0.264147630378835,-0.876934748083847,-0.480219719881118,1.49600306291629,0.396741846134819,0.459456478355213,1.92443845616698,2.14341072622896,0.732066721269061,1.89247031481613,0.739513088607774,3.17560683018667,1.3607858612549,0.534891247194943,3.00336762110029,1.21939153495114
"CYP4F29P",2.23096527893305,2.20794624849852,-0.11226994077852,2.73711989442698,2.31195152829352,3.61991835296102,3.4735190377708,1.9067009968587,2.4375626098376,6.904092729247,1.28123665527666,1.33447887864937,0.214670093505199,2.11586490559076,-0.987176297149552,4.11989290982597,2.25052179407266,4.24341958558688,-1.42842914044673,0.844432077806606,1.40039235848317,2.98595119877448,2.79823431748284,2.83781587075036,3.0361492084331,1.48754585558572,3.26640565103338,3.45516523175584,0.133681999707203,1.8682950092275,2.48129079441189,4.79722071587523,1.39189722258198,-0.337546801480455,1.92356193375749,2.53765467757834,2.16946929064957,3.16190149323024,2.50209308938105,2.32341965981586,2.07919915279171,4.30074518999827,5.62078946613277,2.27099290835693,2.72060224150545,3.21347911281787,2.51357195219478,2.14557123594065
"CYP4F3",5.37505469533033,3.75446790298592,-2.17878011522116,1.99211717904047,4.31680114930869,8.57729606621049,-1.61238061814866,-2.03051499772599,-1.39172823497007,-0.882197819831484,4.86230256680742,-0.89515530703252,-0.381824152611313,3.04956649272332,5.51648111502856,3.64917943700301,-0.685783828734938,0.675110593885968,0.558148177861911,1.19077593154282,2.67138217906379,0.513446155412103,0.264514523450788,1.04185808267392,-1.56140779628769,-0.985534159869474,-1.70092336371355,-2.20497512205045,1.9737024363501,-0.5299171117256,3.6075254418729,0.483362697668135,1.82586716294311,3.10923976507889,2.48713911680444,-0.0804366144712278,-0.772208613402243,0.643451957832536,3.98008116411525,4.73678566821856,3.2553053257542,0.375608047244181,2.21611923901925,-1.8320158820826,-2.20414788661221,0.156724136390638,4.83608715179701,6.48236716083287
"CYP4F35P",0.309439788760879,0.873363717389654,0.605068660459373,-0.986545303212212,-0.118176192155078,-0.439831593782866,1.42602405695835,0.820234020319916,0.16316793117986,0.488097606358698,0.0975179745669979,0.473050394240672,-1.41698297658544,0.769271740737548,-0.987176297149552,0.391192217597184,0.872561023333813,0.888425270788149,-0.395799617065244,-0.538907949575931,0.396106413101771,0.472601245692389,0.35501328487638,-1.27944477922485,0.762699100766909,-0.348474897420577,-0.0868358915130413,1.06739042047916,1.14060781660889,1.09949547168167,1.02496960177904,-0.044682167059336,-0.354195163531216,-0.229210619247338,0.209639767573456,-0.190448563281085,0.443110071126356,0.953182825915148,0.817039351432486,-1.18872427510362,0.732066721269061,1.46241429747262,0.992907205344235,-0.0674761997471857,0.702883884917904,0.0935971460737235,0.466882162826199,0.0986504172111784
"CYP4F60P",-0.487162309572936,-2.65304597004567,-2.58477877746142,-2.56885537076663,-3.15183174196591,-3.15183174196591,-3.15183174196591,-3.15183174196591,-3.15183174196591,-1.39107651403971,-1.92311481386614,-1.97574456541196,-3.15183174196591,-0.92196261185625,-2.49136043589984,-0.361038104408744,-2.50506064365891,-3.15183174196591,-1.70472483420084,-2.67296568508065,-2.53378303656964,-3.15183174196591,-1.89945522787978,-3.15183174196591,-2.56413593442214,-2.56842273286789,-2.6323398364484,-1.89391471918172,-1.47932111706936,-3.15183174196591,-2.62766520956576,-3.15183174196591,-3.15183174196591,-2.52094294973818,-3.15183174196591,-3.15183174196591,-1.8134186722392,-3.15183174196591,-3.15183174196591,-3.15183174196591,-1.3116575162886,-2.2957836430545,-1.36849328619422,-2.56804232332491,-1.89291459056805,-3.15183174196591,-2.13332407201586,-3.15183174196591
"CYP4V2",4.432637125993,4.96783036276892,5.62835105049121,4.96892751213645,4.27522051305977,4.41105149282199,4.59664738929501,4.72055188422031,5.21117868630314,5.32957299455338,5.61445106012544,5.09581692139097,5.15425015831756,5.44324122552395,5.28952533198955,5.31832895346179,5.65328612958099,5.48842255079413,4.78496611473496,5.66747489386458,5.2803336890252,5.41914698707332,4.32899959782863,4.54806815763675,5.10187850746748,4.62815879414048,5.67595246962984,5.34746750214557,5.27180205561468,5.32272486789432,6.56536269679987,5.41777714586026,5.17113237948283,5.25516415517845,4.81135136291999,5.20340885818928,4.9088590020863,5.18021616382728,5.48390758478047,4.59989080124143,5.54574572925232,5.92201165585458,5.68126901444786,5.4721889471359,4.69038231360243,4.36365037033169,5.65139469262065,5.66449741230449
"CYP51A1",2.74901141425944,1.19952230267243,0.44204382405639,-0.157051175033333,0.91987976567204,0.809307435689379,1.33693631771056,2.09711335004727,0.894044329140059,1.14332459812601,0.907796496415185,1.37445883590099,1.22611039384538,1.3020269326119,1.69960484568933,0.811912605542151,1.22654848187321,0.675110593885968,1.36357533862041,1.34964761829,0.79672645641491,2.16853135443386,1.65323053975174,1.86034351522095,0.943335379039118,1.72630420503358,0.184802525205794,0.273159428648952,0.92376430470853,0.796382303401925,-0.231245380842405,-0.126672630735358,1.02727229482718,1.18431979848927,0.401874549935054,1.17957255703651,-0.484948970724877,0.409541975000955,0.817039351432486,0.689682657402816,0.891092348126349,-0.600822846865348,-0.16640097361097,0.304398312508402,0.394247432120407,1.45282039128359,0.789416669577006,0.839528170630711
"CYP51A1-AS1",-1.92828253057152,-1.98893119617307,-2.58477877746142,-2.56885537076663,-2.37036124622501,-2.39136654225941,-1.39329461409323,-2.03051499772599,-2.47664263671439,-2.58842859499388,-2.22908347207497,-1.97574456541196,-2.03798257863096,-2.46016146467474,-2.49136043589984,-3.15183174196591,-2.50506064365891,-0.788419453894154,-0.665301155808261,-1.5822243757562,-2.53378303656964,-1.21327883988716,-1.53194783082797,-2.41601096125325,-2.56413593442214,-0.985534159869474,-1.30355356822792,-0.915898826299672,-3.15183174196591,-1.53723220815195,-1.47804349789266,-2.59009110690225,-1.83669960761001,-2.08347916942782,-2.57815694054952,-1.64012863921447,-1.8134186722392,-3.15183174196591,-3.15183174196591,-3.15183174196591,-1.49627663088339,-1.76218423853548,-2.6591721637483,-3.15183174196591,-1.23103502161673,-1.72063017539206,-2.13332407201586,-2.10596621355009
"CYP7B1",-3.15183174196591,-2.65304597004567,-2.58477877746142,0.486536075539331,-0.742225765767015,-1.89598446284191,-1.20313433153282,-1.17413569430243,-2.0185232883473,-1.20080140457484,-1.45614617730088,0.544884815650389,-1.18445744203821,-1.64317129942538,0.5698227379765,-1.78519099076696,-2.06008430573511,-3.15183174196591,-2.49598924954735,-2.31405341140678,-1.27448421916106,-2.10747006865832,-2.39381203184109,-0.651689361294055,-1.82498741719145,-2.15416260715021,-1.30355356822792,-3.15183174196591,-1.7508750966657,-1.80320306965771,-1.69113629797741,-1.87197594030303,-2.34932780859534,-1.4764336683941,0.340598890191842,-1.12122224170206,-2.33268264830314,-1.73912196541526,-1.0076845103638,-1.69796897349772,-1.70803675428517,-3.15183174196591,-1.55004888387666,-1.56921636003612,-3.15183174196591,-1.72063017539206,-2.55450445162654,-1.08356890910308
"CYREN",5.48075742869338,5.21708061329365,5.09771474889485,5.28101073072781,5.18702945922663,4.74517010747445,4.5478588420331,3.78668372105451,4.56160373387323,4.67759893529285,4.97984835426019,4.68732923604548,4.47572904509112,4.8873884380061,5.1531592702139,5.24589373107568,4.60650156250844,4.70638234768276,5.03053521395498,4.80359060303699,4.90195822617922,4.1573925331242,4.29511165195385,4.74215347779118,4.34012287484687,4.07235259960336,4.50724330449151,4.50191830688086,4.89592722985053,4.78703331016809,4.94817861405445,4.73764371227217,4.9506070883075,5.24815308804514,5.06444854865435,4.90883037515671,4.83035350530209,4.55124373549849,4.62887059195093,5.07784136616347,5.04095515538962,4.80042791293572,4.83322759056807,4.66164540771798,4.49696684877477,4.62871376659114,4.91823355980113,5.04407668676913
"CYRIA",5.6017313991824,5.27536703533092,6.55952272451164,6.37164029254426,6.54740874532925,6.59439613216142,6.12486482635397,4.58004242090274,6.50083000475717,6.05873166892526,6.4165607343054,6.43571119162383,6.0401104332629,5.31366247057375,6.7639809756427,6.99450588414973,4.6727986839796,5.36024464240052,6.23197175766071,6.34356203021811,6.19300710004395,5.79750658309468,7.04697409662465,6.12220897964316,5.79885060926042,5.63792914695747,5.5569509471974,5.31568286039495,6.06878401258431,5.86672656869377,5.94554716799044,6.1492365063786,6.01114506401025,6.48543088505895,6.31492625923826,6.83628850734356,6.07761728029454,5.08604041034414,5.99241760539092,6.27578474494356,4.87482238550413,4.78620164728808,6.47877332351304,6.92413418933174,5.44919101602712,5.88977480598738,6.72332558297427,6.00844404833702
"CYRIB",6.6698366915118,6.80393901327531,7.40527992532395,7.71179868664061,7.79321370425069,7.63438522274855,7.46370437433055,6.8005201195554,7.08911349398629,7.46465655896155,7.50356817750473,7.68230384170217,7.45000726785446,7.13560283194562,7.88065459473514,7.62536550378401,6.82688787825519,7.52277451646467,7.41677784443494,7.58414320441797,7.53482421895456,7.30182608160921,7.67087303771142,7.63619761298741,7.09475067524575,7.66248688197893,6.97095397233914,7.08089827466029,7.58667503847482,7.54432011853016,7.418346119515,7.1820132493821,7.44022565826614,7.38309945494295,7.52701410683694,7.63549720901114,7.21689841974363,7.0317973698155,7.19271807242914,7.51492894681631,6.75067504746208,6.93417602972234,7.23984771758424,7.40115454259219,7.00316466280765,7.21748075668054,7.38377328454162,7.13439865390045
"CYS1",-3.15183174196591,-1.35351456093776,-3.15183174196591,-2.15481196254002,-3.15183174196591,-0.783281086726855,-3.15183174196591,-2.48486871128124,-3.15183174196591,-2.1842928057799,-1.92311481386614,-3.15183174196591,-3.15183174196591,-3.15183174196591,-3.15183174196591,-2.0248451979517,-0.841601826504907,-3.15183174196591,-2.49598924954735,-3.15183174196591,-3.15183174196591,-3.15183174196591,-3.15183174196591,-1.93107504664994,-3.15183174196591,-3.15183174196591,-1.94997775398852,-3.15183174196591,-2.52243118762865,-1.53723220815195,-1.29241268760222,-2.59009110690225,-0.912852949847533,-1.4764336683941,-1.8502855272227,-2.45837390844851,-3.15183174196591,-3.15183174196591,-0.856424735332192,-1.18872427510362,-1.00104131451329,-3.15183174196591,-1.55004888387666,-1.8320158820826,-2.20414788661221,-2.64170221709273,-1.80772276468423,-2.10596621355009
"CYSLTR1",3.02675280496142,3.88271963276739,4.67051142004955,3.97152737101331,3.98221568098425,4.0724002755205,3.82427922484581,3.98648171558696,3.69353232951105,4.03086836647643,4.38359111324765,3.6289780497727,4.02008990375783,3.82402691131977,3.60853287930917,4.56633578295066,4.06930062643119,4.24341958558688,4.05529600512677,4.2260910145544,4.17342672889764,3.36084642644049,3.88852035912085,4.34516624374701,4.28256999666953,3.93099995728303,3.82354270706372,4.2522176857697,4.05881083950663,3.86933275449671,3.99861636945166,4.52923114467177,3.78236004719034,3.69481058345164,4.06219143079532,4.48108752618394,3.98647902941789,4.00937502309273,4.31895093997191,4.07148710384163,4.20953075813801,3.70148240481532,4.37303391384495,4.82479968991515,4.08654382146451,4.26324425515865,4.17933859380392,4.19530150973531
"CYSLTR2",1.64019586392747,2.66438881116172,3.82760475297603,3.10906583531155,2.08324355494092,3.13427468791117,3.67476117946872,4.63866462276356,4.69848222817598,3.7998259138128,2.92992058898979,3.52624428769902,4.02008990375783,1.8371990951673,3.95691578814522,3.77618453898851,3.11117376448526,3.55234319627067,3.67858848536631,5.16053625982576,2.9991041194484,3.8616610712212,4.32340659687935,2.1792763263821,4.03122189401813,3.4874056753093,3.70446099563768,3.00809548746436,2.743487010427,3.24941927744789,2.93626079176023,3.14455206688496,2.87042067824009,2.48676817919862,3.34579150965647,4.64220349949307,3.66319665985717,2.85199462665656,3.58343268937896,2.00957660457424,2.66787353347416,1.74335458421477,2.75554610484656,3.57259986858667,3.4221263168331,3.73170528645643,3.82129062692077,2.37941547090119
"CYSRT1",-2.41405629737743,-1.19162897548708,-1.38313039303252,-2.56885537076663,-1.86627329423382,-1.23491676523866,-2.58944547393083,-0.973479436147713,-2.47664263671439,-1.61031502141645,-1.45614617730088,-1.62103860979931,-1.18445744203821,-1.64317129942538,-2.04000062814762,-1.78519099076696,-1.72048666033572,-1.82553281514653,-2.04677625946774,-1.24281333588111,-1.07842708542834,-1.0857904944378,-1.53194783082797,-1.56877776866635,-0.975537061410288,-0.348474897420577,-1.94997775398852,-1.63817119023683,-2.52243118762865,-1.53723220815195,-2.62766520956576,-1.61369287904971,-1.4592363639866,-1.24779340965573,-2.57815694054952,-1.99200256386929,-1.8134186722392,-1.34713738125262,-1.84974861674205,-2.04106522814421,-1.3116575162886,-1.55480923938001,-2.6591721637483,-1.8320158820826,-1.89291459056805,-1.96752976326505,-1.31810940037049,-1.08356890910308
"CYSTM1",4.58489215790885,2.96839476635159,4.09789018758587,4.18208855741107,4.0401074923419,6.02245623281357,3.05638482820599,2.24531755728719,2.75707242182439,3.57751992840332,2.63453588799093,3.95982326011749,2.80519384173149,2.51570115293976,3.84331987211049,3.82672454912831,2.59250147050321,3.43279845351296,3.00228482925668,4.40262454089422,3.92176870217348,3.66268829932386,4.01187369821015,3.81111173641914,2.86745341062067,3.39044719396067,2.44050822836956,2.21810785687086,3.46805272550671,2.61949692915616,3.57805550858772,2.20530209244125,2.87042067824009,2.28232736937288,4.34560485130508,3.31798895420456,2.6265801995213,2.07975760759789,3.07276718616373,3.65219782791306,2.66787353347416,1.76285895391085,2.32561527824716,3.42211189971523,2.84121355977201,2.78441239763331,4.09902372343532,2.97057175473093
"CYTB",12.4226455108526,12.3571947795978,12.5976887979121,13.0272319912361,12.0390897714817,13.9841044976836,12.8639426660228,13.4617015624903,13.0598748364004,13.3268981105257,12.1691243107559,12.8533127563318,13.4698542811152,12.6830611476529,12.3069880105657,11.8519506757587,13.0672762239081,12.1147473685386,13.1590241612358,12.2115633711676,11.3201332010323,12.0758097364373,12.5243569642003,12.7051871091213,13.1468934841269,12.32075518213,12.90390155874,12.4989587792835,12.807308538303,12.9351046790534,12.1378300346488,12.8879569798081,13.2925886034139,12.0669799780971,13.4011333177218,12.7138112486281,12.025419800327,11.013767096603,11.7629203861478,12.1162924493122,12.0299910708441,10.95034702944,12.5766179438558,12.1249457907972,12.049393336108,12.1228690145428,12.6162144978773,12.8246931519455
"CYTH1",8.52394215275379,8.52728321687322,8.72451008124147,8.44559810026074,8.45991901646875,8.55949006917801,9.02120000769762,9.53757450527625,8.78532835796039,8.79479051062125,8.65385641320854,8.61099134513195,8.5168695288637,8.45399349235546,8.493639142817,8.49833933302688,8.73262163855513,8.72011349186444,8.85118360332,8.5328712870481,8.68224252622063,9.29127008265078,9.07213384666313,7.98677434362973,8.88787965231068,8.86344203739689,8.91405227349169,9.00972875498876,8.74841045420126,8.84821911928396,8.62784516976731,8.68143931984753,8.50071892779545,8.83271453689995,8.30915418377072,8.73345469535038,8.71945316535827,8.7786867797086,8.64605851458206,8.61248054595916,8.68672054104347,9.08253836882264,8.53963092861832,8.73718989050936,9.23343952766342,8.75753569038302,8.70491859203652,8.54115670842071
"CYTH2",6.35202642778483,5.74791630917978,6.02627164902831,5.35594560198276,5.31565583926625,5.63966143098646,5.76533218245337,5.88987072305043,5.71945486330138,5.8924511561519,5.41079014243077,5.69802718692286,5.17793517002229,5.46148537164993,5.63879617634344,5.66112801191225,5.48922562382696,5.91376204863595,6.46766619181952,5.84915005077762,5.25555108048978,5.86514575824744,6.03371773810809,5.31969453910267,5.92914007086524,5.80785297897484,5.94395400124983,5.41784309772678,5.41808848450959,5.46782364384964,5.61356908086229,5.58647630915478,5.35649109237607,5.63071923606497,5.14281906084393,5.97463524182922,5.91028675802105,5.73420740832209,5.73088898461304,5.96376002739077,5.15703170809069,5.35240231453464,5.71562182855093,5.68228178750617,5.56358568909013,5.51080702755084,5.4903354531991,5.15736069729285
"CYTH3",4.29588506731058,4.05797713585405,4.71285088679868,4.54613389705738,4.22618436026347,4.0656882071947,4.35336836767511,5.01419640405808,4.33556628019332,4.3753040156094,3.86038388799555,4.06740105437521,4.33300016897276,4.05182229474607,4.58232641428619,4.77493612372868,3.88271234927717,4.42526304080809,4.25931915122781,4.18452592165779,3.46777523299491,4.50497731157029,4.9643410183684,3.19701505814559,3.90613964564996,4.3513230718413,3.93354032568868,4.42339065679291,3.82825255660438,3.91997075133497,4.61543075132334,4.01623565792897,3.52343490412697,4.26636489216535,4.18056823157558,4.32989180318561,4.09210306276923,3.82651447936745,3.75185232529112,4.48690978297089,3.49087587273293,3.75115510634888,3.65183291122503,4.19339593485928,4.28905321039124,4.23060742141621,4.23787386775463,3.46892067168544
"CYTH4",8.99070185679,7.62313723897442,9.05115770865281,8.35543780709849,8.10008188094151,8.24027977242532,8.23880787750866,7.33623910731077,8.41799372219317,8.31779691531731,8.20898647134575,8.35159140877423,8.04757451628264,7.67447800458056,8.29971314973749,8.73309154386685,7.45022013340424,8.38322560240822,8.41164648563602,8.8367959280726,8.6626683443686,8.18009521106956,8.27543964734446,7.55697320219129,8.36884347237296,7.91731177089328,8.18158240748182,7.94477320422195,8.23638546387085,8.45558045744433,8.57754189040605,8.2143482292329,8.24847137522837,8.68283242870671,7.93234447811357,9.02639694919737,8.564054796192,7.79827665996056,8.02775451005666,8.03072758918897,7.41605125942481,7.92542150167045,7.98562373118063,8.96115335824138,8.16235733799317,8.26964769386962,8.52856857617217,8.43605810289751
